winery,wine,year,rating,num_reviews,region,price,type,body,acidity,winery_category,wine_category,region_category,type_category,norm_rating,norm_num_reviews,norm_price,year_not_defined
Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,24.45,Red,4.0,3.0,1,1,1,1,0.0,0.011196662474309,0.0062490165666374,0
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,16.76,Priorat Red,4.0,3.0,1,1,1,1,0.0,0.011196662474309,0.0037795953231923,0
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,16.76,Priorat Red,4.0,3.0,1,1,1,1,0.0,0.011196662474309,0.0037795953231923,0
Remirez de Ganuza,Trasnocho,2011,4.5,301,Rioja,110.5,Rioja Red,4.0,3.0,1,2,1,1,0.4285714285714288,0.0084665173778336,0.0338814870475805,0
Recaredo,Serral del Vell Brut Nature,2013,4.3,149,Cava,44.41,Cava,4.0,3.0,2,2,2,2,0.1428571428571423,0.0038037976625049,0.0126585936822635,0
Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111659866867081,0.0191099165406266,0
Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111659866867081,0.0191099165406266,0
Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111659866867081,0.0191099165406266,0
Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111659866867081,0.0191099165406266,0
Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,24.45,Red,4.0,3.0,1,1,1,1,0.0,0.011196662474309,0.0062490165666374,0
Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,24.45,Red,4.0,3.0,1,1,1,1,0.0,0.011196662474309,0.0062490165666374,0
Hacienda Monasterio,Reserva,2016,4.5,297,Ribera del Duero,55.95,Ribera Del Duero Red,5.0,3.0,2,1,1,1,0.4285714285714288,0.0083438142274302,0.016364331152921,0
Noelia Bebelia,Albarino,2019,4.3,150,Rias Baixas,21.5,Albarino,4.0,3.0,2,2,1,1,0.1428571428571423,0.0038344734501058,0.0053017093276045,0
Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111353108991073,0.0085546660501141,0
Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111353108991073,0.0085546660501141,0
Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111353108991073,0.0085546660501141,0
Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111353108991073,0.0085546660501141,0
Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111659866867081,0.0191099165406266,0
Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111659866867081,0.0191099165406266,0
R. Lopez de Heredia,Vina Tondonia Gran Reserva,1995,4.5,292,Rioja,170.0,Rioja Red,4.0,3.0,2,2,1,1,0.4285714285714288,0.008190435289426,0.0529881923772273,0
Marti Fabra,Masia Carreras Negre,2018,4.3,149,Emporda,20.59,Red,4.0,3.0,2,2,2,1,0.1428571428571423,0.0038037976625049,0.0050094891284452,0
Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,73.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0110126077487039,0.0218394458734333,0
Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,73.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0110126077487039,0.0218394458734333,0
Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,73.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0110126077487039,0.0218394458734333,0
Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,73.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0110126077487039,0.0218394458734333,0
Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111353108991073,0.0085546660501141,0
Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111353108991073,0.0085546660501141,0
Abadia Retuerta,Petit Verdot,2015,4.5,286,Sardon de Duero,107.9,Red,4.0,3.0,2,2,2,1,0.4285714285714288,0.0080063805638209,0.0330465721928396,0
St. Petroni,Branco Vermu,0,4.3,148,Galicia,13.95,Unknown,4.0,3.0,2,2,2,1,0.1428571428571423,0.0037731218749041,0.0028772450378762,1
La Vicalanda,Reserva,2015,4.2,420,Rioja,17.5,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0040172249356955,0
La Vicalanda,Reserva,2015,4.2,420,Rioja,17.5,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0040172249356955,0
La Vicalanda,Reserva,2015,4.2,420,Rioja,17.5,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0040172249356955,0
La Vicalanda,Reserva,2015,4.2,420,Rioja,17.5,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0040172249356955,0
Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,29.15,Rioja White,3.0,3.0,1,1,1,1,0.0,0.0121476118899352,0.0077582857271305,0
Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,29.15,Rioja White,3.0,3.0,1,1,1,1,0.0,0.0121476118899352,0.0077582857271305,0
Tomas Postigo,5o Ano Ribera del Duero Tinto,2011,4.5,264,Ribera del Duero,69.9,Ribera Del Duero Red,5.0,3.0,2,3,1,1,0.4285714285714288,0.0073315132366023,0.0208439704697038,0
Palmeri Sicilia,Palmeri Navalta Garnacha,2016,4.2,151,Campo de Borja,28.9,Grenache,5.0,3.0,1,1,2,2,0.0,0.0038651492377066,0.0076780054526362,0
Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,18.9,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0044667944728636,0
Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,18.9,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0044667944728636,0
Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,18.9,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0044667944728636,0
Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,18.9,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0044667944728636,0
La Vicalanda,Reserva,2015,4.2,420,Rioja,17.5,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0040172249356955,0
La Vicalanda,Reserva,2015,4.2,420,Rioja,17.5,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0040172249356955,0
Dominio del Bendito,El Titan del Bendito,2017,4.5,261,Toro,49.5,Toro Red,5.0,3.0,2,3,1,1,0.4285714285714288,0.0072394858737998,0.0142931000709677,0
Remelluri,Rioja Blanco,2015,4.3,146,Rioja,56.89,Rioja White,3.0,3.0,2,1,1,1,0.1428571428571423,0.0037117702997024,0.0166661849850197,0
Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,23.95,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0060884560176488,0
Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,23.95,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0060884560176488,0
Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,23.95,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0060884560176488,0
Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,23.95,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0060884560176488,0
Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,18.9,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0044667944728636,0
Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,18.9,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0044667944728636,0
Abadia Retuerta,Petit Verdot,2014,4.5,249,Sardon de Duero,176.98,Red,4.0,3.0,2,2,2,1,0.4285714285714288,0.0068713764225896,0.0552296176411086,0
Pradorey,Elite,2018,4.3,145,Ribera del Duero,30.916667,Ribera Del Duero Red,5.0,3.0,1,2,1,1,0.1428571428571423,0.0036810945121015,0.0083255997739307,0
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,28.3,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0074853327938498,0
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,28.3,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0074853327938498,0
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,28.3,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0074853327938498,0
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,28.3,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0074853327938498,0
Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,23.95,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0060884560176488,0
Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,23.95,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0060884560176488,0
Sierra Cantabria,Amancio,2012,4.5,246,Rioja,90.0,Rioja Red,4.0,3.0,1,2,1,1,0.4285714285714288,0.0067793490597871,0.0272985045390467,0
Ukan Winery,Tinto,2018,4.3,145,Rioja Alavesa,39.9,Rioja Red,4.0,3.0,2,2,2,1,0.1428571428571423,0.0036810945121015,0.011210337530386,0
Imperial,Rioja Reserva,2004,4.2,417,Rioja,45.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0120249087395318,0.0128480551300701,0
Imperial,Rioja Reserva,2004,4.2,417,Rioja,45.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0120249087395318,0.0128480551300701,0
Imperial,Rioja Reserva,2004,4.2,417,Rioja,45.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0120249087395318,0.0128480551300701,0
Imperial,Rioja Reserva,2004,4.2,417,Rioja,45.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0120249087395318,0.0128480551300701,0
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,28.3,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0074853327938498,0
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,28.3,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0074853327938498,0
Martinet,Clos Martinet,2014,4.5,230,Priorato,65.0,Priorat Red,4.0,3.0,2,2,1,1,0.4285714285714288,0.0062885364581735,0.0192704770896152,0
Tinto Pesquera,Reserva,2002,4.3,144,Ribera del Duero,65.0,Ribera Del Duero Red,5.0,3.0,2,1,1,1,0.1428571428571423,0.0036504187245007,0.0192704770896152,0
Losada,Altos de Losada,2018,4.2,415,Bierzo,17.9,Mencia,3.0,3.0,1,1,1,1,0.0,0.0119635571643301,0.0041456733748864,0
Losada,Altos de Losada,2018,4.2,415,Bierzo,17.9,Mencia,3.0,3.0,1,1,1,1,0.0,0.0119635571643301,0.0041456733748864,0
Losada,Altos de Losada,2018,4.2,415,Bierzo,17.9,Mencia,3.0,3.0,1,1,1,1,0.0,0.0119635571643301,0.0041456733748864,0
Losada,Altos de Losada,2018,4.2,415,Bierzo,17.9,Mencia,3.0,3.0,1,1,1,1,0.0,0.0119635571643301,0.0041456733748864,0
Imperial,Rioja Reserva,2004,4.2,417,Rioja,45.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0120249087395318,0.0128480551300701,0
Imperial,Rioja Reserva,2004,4.2,417,Rioja,45.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0120249087395318,0.0128480551300701,0
Remirez de Ganuza,Trasnocho,2006,4.5,229,Rioja,95.0,Rioja Red,4.0,3.0,1,2,1,1,0.4285714285714288,0.0062578606705727,0.028904110028933,0
Tinto Pesquera,Gran Reserva,1995,4.3,142,Ribera del Duero,146.05,Ribera Del Duero Red,5.0,3.0,2,1,1,1,0.1428571428571423,0.003589067149299,0.045297342080672,0
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,16.78,Albarino,3.0,3.0,1,1,1,1,0.0,0.0119328813767293,0.0037860177451518,0
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,16.78,Albarino,3.0,3.0,1,1,1,1,0.0,0.0119328813767293,0.0037860177451518,0
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,16.78,Albarino,3.0,3.0,1,1,1,1,0.0,0.0119328813767293,0.0037860177451518,0
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,16.78,Albarino,3.0,3.0,1,1,1,1,0.0,0.0119328813767293,0.0037860177451518,0
Losada,Altos de Losada,2018,4.2,415,Bierzo,17.9,Mencia,3.0,3.0,1,1,1,1,0.0,0.0119635571643301,0.0041456733748864,0
Losada,Altos de Losada,2018,4.2,415,Bierzo,17.9,Mencia,3.0,3.0,1,1,1,1,0.0,0.0119635571643301,0.0041456733748864,0
Adama Wines,Tinto,2009,4.5,229,Ribera del Duero,39.0,Ribera Del Duero Red,5.0,3.0,3,2,1,1,0.4285714285714288,0.0062578606705727,0.0109213285422065,0
Mas Que Vinos,La Plazuela,2015,4.3,141,Castilla,44.05,Red,4.0,3.0,2,2,2,1,0.1428571428571423,0.0035583913616982,0.0125429900869917,0
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,13.58,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0027584302316246,0
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,13.58,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0027584302316246,0
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,13.58,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0027584302316246,0
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,13.58,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0027584302316246,0
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,16.78,Albarino,3.0,3.0,1,1,1,1,0.0,0.0119328813767293,0.0037860177451518,0
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,16.78,Albarino,3.0,3.0,1,1,1,1,0.0,0.0119328813767293,0.0037860177451518,0
Alion,Ribera del Duero,1995,4.5,226,Ribera del Duero,193.0,Ribera Del Duero Red,5.0,3.0,2,2,1,1,0.4285714285714288,0.0061658333077701,0.0603739776307043,0
Arzuaga,Gran Reserva Ribera del Duero,2014,4.3,140,Ribera del Duero,62.56,Ribera Del Duero Red,5.0,3.0,2,2,1,1,0.1428571428571423,0.0035277155740973,0.0184869416105507,0
Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118715298015276,0.0105680953344315,0
Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118715298015276,0.0105680953344315,0
Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118715298015276,0.0105680953344315,0
Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118715298015276,0.0105680953344315,0
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,13.58,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0027584302316246,0
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,13.58,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0027584302316246,0
Muga,Aro,2016,4.5,222,Rioja,174.91,Rioja Red,4.0,3.0,2,3,1,1,0.4285714285714288,0.0060431301573667,0.0545648969682957,0
Bodegas Estraunza,Solar de Estraunza Reserva,2014,4.3,140,Rioja,9.884034,Tempranillo,4.0,2.0,2,2,1,1,0.1428571428571423,0.0035277155740973,0.001571577571618,0
Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0148871741022256,0
Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0148871741022256,0
Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0148871741022256,0
Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0148871741022256,0
Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118715298015276,0.0105680953344315,0
Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118715298015276,0.0105680953344315,0
Vega Sicilia,Valbuena 5o,1987,4.5,221,Ribera del Duero,312.0,Ribera Del Duero Red,5.0,3.0,3,3,1,1,0.4285714285714288,0.0060124543697659,0.098587388289998,0
Beronia,III a.C,2011,4.3,140,Rioja,46.16,Rioja Red,4.0,3.0,2,2,1,1,0.1428571428571423,0.0035277155740973,0.0132205556037237,0
Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,22.99,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0057801797635906,0
Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,22.99,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0057801797635906,0
Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,22.99,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0057801797635906,0
Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,22.99,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0057801797635906,0
Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0148871741022256,0
Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0148871741022256,0
Milsetentayseis,Tinto,2018,4.5,218,Ribera del Duero,52.9,Ribera Del Duero Red,5.0,3.0,3,2,1,1,0.4285714285714288,0.0059204270069634,0.0153849118040904,0
Valquejigoso,V2 Tinto,2007,4.3,140,Madrid,48.537665,Red,4.0,3.0,2,2,2,1,0.1428571428571423,0.0035277155740973,0.0139840739991458,0
Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,11.95,Unknown,4.0,3.0,1,1,1,1,0.0,0.0117181508635234,0.0022350028419217,0
Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,11.95,Unknown,4.0,3.0,1,1,1,1,0.0,0.0117181508635234,0.0022350028419217,0
Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,11.95,Unknown,4.0,3.0,1,1,1,1,0.0,0.0117181508635234,0.0022350028419217,0
Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,11.95,Unknown,4.0,3.0,1,1,1,1,0.0,0.0117181508635234,0.0022350028419217,0
Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,22.99,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0057801797635906,0
Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,22.99,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0057801797635906,0
Vina Sastre,Pago de Santa Cruz,2017,4.5,217,Ribera del Duero,40.9,Ribera Del Duero Red,5.0,3.0,2,2,1,1,0.4285714285714288,0.0058897512193625,0.0115314586283633,0
Bodega Contador (Benjamin Romeo),La Vina de Andres Romeo Rioja,2011,4.3,139,Rioja,97.5,Rioja Red,4.0,3.0,2,2,1,1,0.1428571428571423,0.0034970397864965,0.0297069127738761,0
Lustau,Candela Cream Dulce Sweet,0,4.2,405,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0,1,1,1,1,0.0,0.0116567992883217,0.000677565516732,1
Lustau,Candela Cream Dulce Sweet,0,4.2,405,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0,1,1,1,1,0.0,0.0116567992883217,0.000677565516732,1
Lustau,Candela Cream Dulce Sweet,0,4.2,405,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0,1,1,1,1,0.0,0.0116567992883217,0.000677565516732,1
Lustau,Candela Cream Dulce Sweet,0,4.2,405,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0,1,1,1,1,0.0,0.0116567992883217,0.000677565516732,1
Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,11.95,Unknown,4.0,3.0,1,1,1,1,0.0,0.0117181508635234,0.0022350028419217,0
Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,11.95,Unknown,4.0,3.0,1,1,1,1,0.0,0.0117181508635234,0.0022350028419217,0
Espectacle del Montsant,Tinto,2013,4.5,214,Montsant,157.95,Montsant Red,4.0,3.0,2,2,2,2,0.4285714285714288,0.00579772385656,0.0491186831466014,0
Telmo Rodriguez,Matallana,2014,4.3,138,Ribera del Duero,42.0,Ribera Del Duero Red,5.0,3.0,2,2,1,1,0.1428571428571423,0.0034663639988956,0.0118846918361383,0
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,77.36,Priorat Red,4.0,3.0,1,1,1,1,0.0,0.0116261235007208,0.0232395338606141,0
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,77.36,Priorat Red,4.0,3.0,1,1,1,1,0.0,0.0116261235007208,0.0232395338606141,0
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,77.36,Priorat Red,4.0,3.0,1,1,1,1,0.0,0.0116261235007208,0.0232395338606141,0
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,77.36,Priorat Red,4.0,3.0,1,1,1,1,0.0,0.0116261235007208,0.0232395338606141,0
Lustau,Candela Cream Dulce Sweet,0,4.2,405,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0,1,1,1,1,0.0,0.0116567992883217,0.000677565516732,1
Lustau,Candela Cream Dulce Sweet,0,4.2,405,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0,1,1,1,1,0.0,0.0116567992883217,0.000677565516732,1
Tinto Pesquera,Millenium Gran Reserva,2015,4.5,213,Ribera del Duero,77.5,Ribera Del Duero Red,5.0,3.0,2,3,1,1,0.4285714285714288,0.0057670480689591,0.0232844908143309,0
Pujanza,Rioja Norte,2010,4.3,138,Rioja,75.0,Rioja Red,4.0,3.0,2,2,1,1,0.1428571428571423,0.0034663639988956,0.0224816880693878,0
Binigrau,Nounat,2020,4.2,404,Mallorca,19.9,Unknown,4.0,3.0,1,1,1,1,0.0,0.0116261235007208,0.0047879155708409,0
Binigrau,Nounat,2020,4.2,404,Mallorca,19.9,Unknown,4.0,3.0,1,1,1,1,0.0,0.0116261235007208,0.0047879155708409,0
Binigrau,Nounat,2020,4.2,404,Mallorca,19.9,Unknown,4.0,3.0,1,1,1,1,0.0,0.0116261235007208,0.0047879155708409,0
Binigrau,Nounat,2020,4.2,404,Mallorca,19.9,Unknown,4.0,3.0,1,1,1,1,0.0,0.0116261235007208,0.0047879155708409,0
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,77.36,Priorat Red,4.0,3.0,1,1,1,1,0.0,0.0116261235007208,0.0232395338606141,0
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,77.36,Priorat Red,4.0,3.0,1,1,1,1,0.0,0.0116261235007208,0.0232395338606141,0
Vina Sastre,Regina Vides Ribera del Duero,2011,4.5,213,Ribera del Duero,116.0,Ribera Del Duero Red,5.0,3.0,2,2,1,1,0.4285714285714288,0.0057670480689591,0.0356476530864554,0
Bodegas Roda,Roda I Reserva Rioja,2000,4.3,137,Rioja,85.0,Rioja Red,4.0,3.0,2,2,1,1,0.1428571428571423,0.0034356882112948,0.0256928990491604,0
Ramon Bilbao,Mirto,2011,4.2,402,Rioja,28.53,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0115647719255191,0.0075591906463846,0
Ramon Bilbao,Mirto,2011,4.2,402,Rioja,28.53,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0115647719255191,0.0075591906463846,0
Ramon Bilbao,Mirto,2011,4.2,402,Rioja,28.53,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0115647719255191,0.0075591906463846,0
Ramon Bilbao,Mirto,2011,4.2,402,Rioja,28.53,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0115647719255191,0.0075591906463846,0
Binigrau,Nounat,2020,4.2,404,Mallorca,19.9,Unknown,4.0,3.0,1,1,1,1,0.0,0.0116261235007208,0.0047879155708409,0
Binigrau,Nounat,2020,4.2,404,Mallorca,19.9,Unknown,4.0,3.0,1,1,1,1,0.0,0.0116261235007208,0.0047879155708409,0
Alvaro Palacios,Finca Dofi,2006,4.5,207,Priorato,75.0,Priorat Red,4.0,3.0,2,2,1,1,0.4285714285714288,0.005582993343354,0.0224816880693878,0
Sei Solo,Tinto,2016,4.3,137,Ribera del Duero,52.8,Ribera Del Duero Red,5.0,3.0,1,2,1,1,0.1428571428571423,0.0034356882112948,0.0153527996942927,0
Matsu,El Viejo,2019,4.2,400,Toro,27.89,Toro Red,5.0,3.0,1,1,1,1,0.0,0.0115034203503174,0.0073536731436792,0
Matsu,El Viejo,2019,4.2,400,Toro,27.89,Toro Red,5.0,3.0,1,1,1,1,0.0,0.0115034203503174,0.0073536731436792,0
Matsu,El Viejo,2019,4.2,400,Toro,27.89,Toro Red,5.0,3.0,1,1,1,1,0.0,0.0115034203503174,0.0073536731436792,0
Matsu,El Viejo,2019,4.2,400,Toro,27.89,Toro Red,5.0,3.0,1,1,1,1,0.0,0.0115034203503174,0.0073536731436792,0
Ramon Bilbao,Mirto,2011,4.2,402,Rioja,28.53,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0115647719255191,0.0075591906463846,0
Ramon Bilbao,Mirto,2011,4.2,402,Rioja,28.53,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0115647719255191,0.0075591906463846,0
